sku,nombre,imagen,precio,frecuencia,inventario_tipo,categoria,existencias,descripcion,precio_original,modelo_caja,descuento,tamano_altavoz,caracteristicas
"CHL-011","Chocolate Turin Baileys Tubo","assets/img/91fL315hJIL._SL1500_.webp","99","Inmediato","Outlet","chocolates-leche","12","Producto premium de la categoría Chocolates de Leche en liquidación y oferta.","133","CHL-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHL-012","Chocolate Hershey's Almonds","assets/img/91fL315hJIL._SL1500_.webp","20","Inmediato","Outlet","chocolates-leche","12","Producto premium de la categoría Chocolates de Leche en liquidación y oferta.","27","CHL-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHL-013","Chocolate Snickers White","assets/img/91fL315hJIL._SL1500_.webp","18","Inmediato","Outlet","chocolates-leche","12","Producto premium de la categoría Chocolates de Leche en liquidación y oferta.","24","CHL-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHL-014","Chocolate Carlos V King Size","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","chocolates-leche","12","Producto premium de la categoría Chocolates de Leche en liquidación y oferta.","29","CHL-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHL-015","Chocolate Milky Way Bites Bag","assets/img/91fL315hJIL._SL1500_.webp","45","Inmediato","Outlet","chocolates-leche","12","Producto premium de la categoría Chocolates de Leche en liquidación y oferta.","60","CHL-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHL-016","Chocolate Toblerone Milk 100g","assets/img/91fL315hJIL._SL1500_.webp","65","Inmediato","Outlet","chocolates-leche","12","Producto premium de la categoría Chocolates de Leche en liquidación y oferta.","87","CHL-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHL-017","Chocolate Ferrero Rocher (3 pz)","assets/img/91fL315hJIL._SL1500_.webp","35","Inmediato","Outlet","chocolates-leche","12","Producto premium de la categoría Chocolates de Leche en liquidación y oferta.","47","CHL-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHL-018","Chocolate Cadbury Dairy Milk","assets/img/91fL315hJIL._SL1500_.webp","55","Inmediato","Outlet","chocolates-leche","12","Producto premium de la categoría Chocolates de Leche en liquidación y oferta.","74","CHL-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHL-019","Chocolate Kinder Chocolate (4 pz)","assets/img/91fL315hJIL._SL1500_.webp","24","Inmediato","Outlet","chocolates-leche","12","Producto premium de la categoría Chocolates de Leche en liquidación y oferta.","32","CHL-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHL-020","Chocolate Turin Kahlúa Tubo","assets/img/91fL315hJIL._SL1500_.webp","99","Inmediato","Outlet","chocolates-leche","12","Producto premium de la categoría Chocolates de Leche en liquidación y oferta.","133","CHL-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-001","Chocolate Turin 70% Cacao","assets/img/91fL315hJIL._SL1500_.webp","45","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","60","CHO-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-002","Chocolate Lindt Excellence 70%","assets/img/91fL315hJIL._SL1500_.webp","75","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","101","CHO-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-003","Trufas de Chocolate Belga 150g","assets/img/91fL315hJIL._SL1500_.webp","120","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","162","CHO-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-004","Chocolate Lindt Excellence 85%","assets/img/91fL315hJIL._SL1500_.webp","75","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","101","CHO-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-005","Chocolate Ghirardelli Intense Dark","assets/img/91fL315hJIL._SL1500_.webp","85","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","114","CHO-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-006","Chocolate Turin 80% Cacao","assets/img/91fL315hJIL._SL1500_.webp","48","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","64","CHO-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-007","Chocolate Lindt Sea Salt Dark","assets/img/91fL315hJIL._SL1500_.webp","75","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","101","CHO-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-008","Chocolate Hershey's Dark Barra","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","29","CHO-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-009","Chocolate Ritter Sport Dark Hazelnut","assets/img/91fL315hJIL._SL1500_.webp","65","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","87","CHO-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-010","Chocolate Turin con Matcha","assets/img/91fL315hJIL._SL1500_.webp","52","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","70","CHO-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-011","Chocolate Lindt Excellence 90%","assets/img/91fL315hJIL._SL1500_.webp","75","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","101","CHO-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-012","Chocolate Ghirardelli Mint Dark","assets/img/91fL315hJIL._SL1500_.webp","85","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","114","CHO-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-013","Chocolate Turin 70% Cacao Almonds","assets/img/91fL315hJIL._SL1500_.webp","48","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","64","CHO-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-014","Chocolate Valor Sin Azúcar 70%","assets/img/91fL315hJIL._SL1500_.webp","70","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","94","CHO-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-015","Chocolate Lindt Excellence Orange","assets/img/91fL315hJIL._SL1500_.webp","75","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","101","CHO-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-016","Chocolate Ghirardelli Raspberry","assets/img/91fL315hJIL._SL1500_.webp","85","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","114","CHO-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-017","Chocolate Turin Jose Cuervo Tubo","assets/img/91fL315hJIL._SL1500_.webp","99","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","133","CHO-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-018","Chocolate Ritter Sport Dark Whole","assets/img/91fL315hJIL._SL1500_.webp","65","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","87","CHO-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-019","Chocolate Turin Tequila 1800","assets/img/91fL315hJIL._SL1500_.webp","99","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","133","CHO-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHO-020","Chocolate Hershey's Dark Almonds","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","chocolates-oscuros","12","Producto premium de la categoría Chocolates Oscuros en liquidación y oferta.","29","CHO-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-001","Gomitas Panditas Ricolino (65g)","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","20","GMD-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-002","Gomitas Aros de Durazno Bolsa","assets/img/91fL315hJIL._SL1500_.webp","18","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","24","GMD-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-003","Gomitas Ositos Haribo Oro 150g","assets/img/91fL315hJIL._SL1500_.webp","42","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","56","GMD-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-004","Gomitas Lombrices Dulces Neon","assets/img/91fL315hJIL._SL1500_.webp","16","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","21","GMD-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-005","Gomitas Gummy Bears Sour Haribo","assets/img/91fL315hJIL._SL1500_.webp","42","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","56","GMD-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-006","Gomitas Ricolino Dientes","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","20","GMD-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-007","Gomitas Mogul Frutales Bolsa","assets/img/91fL315hJIL._SL1500_.webp","24","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","32","GMD-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-008","Gomitas Life Savers Gummies","assets/img/91fL315hJIL._SL1500_.webp","38","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","51","GMD-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-009","Gomitas Panditas Gigantes Ricolino","assets/img/91fL315hJIL._SL1500_.webp","20","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","27","GMD-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-010","Gomitas Haribo Happy Cola 150g","assets/img/91fL315hJIL._SL1500_.webp","42","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","56","GMD-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-011","Gomitas Ricolino Frutillas","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","20","GMD-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-012","Gomitas Trolli Sour Brite Crawlers","assets/img/91fL315hJIL._SL1500_.webp","45","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","60","GMD-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-013","Gomitas Skittles Original (54g)","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","29","GMD-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-014","Gomitas Ricolino Pingüinos","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","20","GMD-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-015","Gomitas Ositos Aciditos Ricolino","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","20","GMD-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-016","Gomitas Haribo Berries 150g","assets/img/91fL315hJIL._SL1500_.webp","45","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","60","GMD-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-017","Gomitas Trolli Classic Bears","assets/img/91fL315hJIL._SL1500_.webp","42","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","56","GMD-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-018","Gomitas Ricolino Moras Mix","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","20","GMD-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-019","Gomitas Skittles Sour Bag","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","29","GMD-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GMD-020","Gomitas Haribo Peaches 150g","assets/img/91fL315hJIL._SL1500_.webp","42","Inmediato","Outlet","gomitas-dulces","12","Producto premium de la categoría Gomitas Dulces en liquidación y oferta.","56","GMD-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-001","Gomitas Mango con Chile Ricolino","assets/img/91fL315hJIL._SL1500_.webp","16","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","21","GME-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-002","Gomitas Piña Loca Enchilada","assets/img/91fL315hJIL._SL1500_.webp","16","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","21","GME-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-003","Girasoles Enchilados Aciditos","assets/img/91fL315hJIL._SL1500_.webp","18","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","24","GME-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-004","Gomitas Lombrices Enchiladas","assets/img/91fL315hJIL._SL1500_.webp","16","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","21","GME-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-005","Gomitas Panditas Enchilados","assets/img/91fL315hJIL._SL1500_.webp","16","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","21","GME-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-006","Gomitas Ojo Loco de Tamarindo","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","20","GME-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-007","Gomitas Sandía con Chile Bolsa","assets/img/91fL315hJIL._SL1500_.webp","18","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","24","GME-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-008","Gomitas Manzana Enchilada","assets/img/91fL315hJIL._SL1500_.webp","18","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","24","GME-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-009","Gomitas Trolli Sour Crawlers Chili","assets/img/91fL315hJIL._SL1500_.webp","48","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","64","GME-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-010","Gomitas Ricolino Cereza Enchilada","assets/img/91fL315hJIL._SL1500_.webp","16","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","21","GME-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-011","Girasoles Enchilados Fresa","assets/img/91fL315hJIL._SL1500_.webp","18","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","24","GME-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-012","Gomitas Ositos Enchilados Ricos","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","20","GME-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-013","Gomitas Tamarindo Pica Goma Bolsa","assets/img/91fL315hJIL._SL1500_.webp","20","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","27","GME-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-014","Gomitas Skittles Pica (54g)","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","29","GME-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-015","Gomitas Sandía Skinkles Roll","assets/img/91fL315hJIL._SL1500_.webp","18","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","24","GME-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-016","Gomitas Piña Enchilada Ricolino","assets/img/91fL315hJIL._SL1500_.webp","16","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","21","GME-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-017","Gomitas Skinkles Bites Enchilados","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","29","GME-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-018","Gomitas Pica Goma Fresa Bolsa","assets/img/91fL315hJIL._SL1500_.webp","20","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","27","GME-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-019","Gomitas Mango Enchilado Haribo","assets/img/91fL315hJIL._SL1500_.webp","45","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","60","GME-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"GME-020","Gomitas Ojo Loco Mango-Piña","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","gomitas-enchiladas","12","Producto premium de la categoría Gomitas Enchiladas en liquidación y oferta.","20","GME-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-001","Caramelos Halls Mentol Extra Fuerte","assets/img/91fL315hJIL._SL1500_.webp","10","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","13","CRM-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-002","Caramelos Jolly Rancher Caja","assets/img/91fL315hJIL._SL1500_.webp","25","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","33","CRM-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-003","Caramelos de Cajeta Coronado (10)","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","29","CRM-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-004","Caramelos Halls Cereza","assets/img/91fL315hJIL._SL1500_.webp","10","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","13","CRM-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-005","Caramelos Jolly Rancher Bolsa","assets/img/91fL315hJIL._SL1500_.webp","35","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","47","CRM-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-006","Caramelos Werther's Original","assets/img/91fL315hJIL._SL1500_.webp","28","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","37","CRM-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-007","Caramelos Halls Miel Limón","assets/img/91fL315hJIL._SL1500_.webp","10","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","13","CRM-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-008","Caramelos Jolly Rancher Sour","assets/img/91fL315hJIL._SL1500_.webp","25","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","33","CRM-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-009","Caramelos de Cafe Kopiko Bolsa","assets/img/91fL315hJIL._SL1500_.webp","24","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","32","CRM-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-010","Caramelos Halls Yerba Buena","assets/img/91fL315hJIL._SL1500_.webp","10","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","13","CRM-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-011","Caramelos Lifesavers Hard Candy","assets/img/91fL315hJIL._SL1500_.webp","30","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","40","CRM-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-012","Caramelos Werther's Chewy","assets/img/91fL315hJIL._SL1500_.webp","28","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","37","CRM-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-013","Caramelos de Cajeta y Coco Coronado","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","29","CRM-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-014","Caramelos Halls Menta Azul","assets/img/91fL315hJIL._SL1500_.webp","10","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","13","CRM-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-015","Caramelos Jolly Rancher Bold Fruit","assets/img/91fL315hJIL._SL1500_.webp","25","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","33","CRM-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-016","Caramelos de Café Espresso Bolsa","assets/img/91fL315hJIL._SL1500_.webp","24","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","32","CRM-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-017","Caramelos Halls Boost Frutos Rojos","assets/img/91fL315hJIL._SL1500_.webp","10","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","13","CRM-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-018","Caramelos Butterscotch Clásicos","assets/img/91fL315hJIL._SL1500_.webp","18","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","24","CRM-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-019","Caramelos Lifesavers Wild Cherry","assets/img/91fL315hJIL._SL1500_.webp","30","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","40","CRM-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CRM-020","Caramelos de Cajeta Coronado Pack","assets/img/91fL315hJIL._SL1500_.webp","45","Inmediato","Outlet","caramelos-macizos","12","Producto premium de la categoría Caramelos Macizos en liquidación y oferta.","60","CRM-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
